"collection_date","pangolin_call","major_lineage"
2021-07-25,"AY.4","Delta"
2021-07-25,"AY.4","Delta"
2021-07-22,"AY.4","Delta"
2021-07-25,"AY.98","Delta"
2021-07-25,"AY.4","Delta"
2021-07-25,"AY.4","Delta"
2021-07-25,"AY.5","Delta"
2021-07-25,"AY.6","Delta"
2021-07-26,"AY.4","Delta"
2021-07-26,"AY.4","Delta"
2021-07-25,"AY.4","Delta"
2021-07-25,"AY.4","Delta"
2021-07-24,"AY.4","Delta"
2021-07-30,"AY.4.2","Delta"
2021-07-30,"AY.9","Delta"
2021-07-26,"AY.4","Delta"
2021-07-29,"AY.4","Delta"
2021-07-30,"AY.120","Delta"
2021-07-27,"AY.4","Delta"
2021-07-30,"AY.4","Delta"
2021-07-26,"AY.4","Delta"
2021-07-30,"AY.4","Delta"
2021-07-26,"AY.4","Delta"
2021-07-26,"AY.120","Delta"
2021-07-29,"AY.4","Delta"
2021-07-26,"AY.4","Delta"
2021-07-27,"AY.4","Delta"
2021-07-29,"AY.4","Delta"
2021-07-27,"AY.4","Delta"
2021-07-30,"AY.4","Delta"
2021-07-30,"AY.4","Delta"
2021-07-26,"AY.9","Delta"
2021-07-29,"AY.4","Delta"
2021-07-27,"AY.4","Delta"
2021-07-29,"AY.4","Delta"
2021-07-27,"AY.4","Delta"
2021-07-29,"AY.7","Delta"
2021-07-30,"AY.4","Delta"
2021-07-26,"AY.4","Delta"
2021-07-28,"AY.4","Delta"
2021-07-27,"AY.4","Delta"
2021-07-30,"AY.4","Delta"
2021-07-26,"AY.4","Delta"
2021-07-30,"AY.4","Delta"
2021-07-30,"AY.4","Delta"
2021-07-27,"AY.4","Delta"
2021-07-29,"AY.4","Delta"
2021-07-30,"AY.4","Delta"
2021-07-29,"AY.4","Delta"
2021-07-30,"AY.4","Delta"
2021-07-27,"AY.5","Delta"
2021-07-30,"AY.98","Delta"
2021-07-30,"AY.4","Delta"
2021-07-30,"AY.4","Delta"
2021-07-29,"AY.4","Delta"
2021-07-29,"AY.4","Delta"
2021-07-30,"AY.4","Delta"
2021-07-26,"AY.4","Delta"
2021-07-26,"AY.4","Delta"
2021-07-29,"AY.6","Delta"
2021-07-27,"AY.4","Delta"
2021-07-27,"AY.98","Delta"
2021-07-27,"AY.5","Delta"
2021-07-30,"AY.6","Delta"
2021-07-29,"AY.4","Delta"
2021-07-26,"AY.6","Delta"
2021-07-29,"AY.4","Delta"
2021-07-26,"AY.4","Delta"
2021-07-30,"AY.4","Delta"
2021-07-29,"AY.4","Delta"
2021-07-30,"AY.4","Delta"
2021-07-30,"AY.4","Delta"
2021-07-30,"AY.4","Delta"
2021-07-27,"AY.4","Delta"
2021-07-30,"AY.4","Delta"
2021-07-30,"B.1.617.2","Delta"
2021-07-29,"AY.4","Delta"
2021-07-30,"AY.4","Delta"
2021-07-30,"AY.4","Delta"
2021-07-30,"AY.4","Delta"
2021-07-27,"AY.4","Delta"
2021-07-29,"AY.98","Delta"
2021-07-28,"AY.4","Delta"
2021-07-29,"B.1.617.2","Delta"
2021-07-30,"AY.6","Delta"
2021-07-26,"AY.4","Delta"
2021-07-30,"AY.4","Delta"
2021-07-30,"AY.4","Delta"
2021-07-29,"AY.6","Delta"
2021-07-29,"AY.5","Delta"
2021-07-26,"AY.4","Delta"
2021-07-25,"AY.4","Delta"
2021-07-29,"AY.4","Delta"
2021-07-27,"AY.4","Delta"
2021-07-30,"AY.4","Delta"
2021-07-29,"AY.4","Delta"
2021-07-29,"AY.4","Delta"
2021-07-30,"AY.4","Delta"
2021-07-28,"AY.4","Delta"
2021-07-27,"AY.4","Delta"
2021-07-29,"AY.4","Delta"
2021-07-26,"AY.4","Delta"
2021-09-19,"AY.4","Delta"
2021-09-19,"AY.4","Delta"
2021-09-19,"AY.4","Delta"
2021-09-18,"AY.43","Delta"
2021-09-19,"AY.4","Delta"
2021-09-17,"AY.120","Delta"
2021-09-19,"AY.4","Delta"
2021-09-17,"AY.98","Delta"
2021-09-19,"AY.4","Delta"
2021-09-17,"AY.4","Delta"
2021-09-19,"AY.4","Delta"
2021-09-19,"AY.4","Delta"
2021-09-18,"AY.4","Delta"
2021-09-18,"AY.4","Delta"
2021-09-18,"AY.6","Delta"
2021-09-12,"AY.4","Delta"
2021-09-17,"AY.4.1","Delta"
2021-09-18,"AY.98","Delta"
2021-09-19,"AY.4","Delta"
2021-09-17,"AY.4","Delta"
2021-09-17,"AY.4","Delta"
2021-09-19,"AY.4","Delta"
2021-09-19,"AY.4","Delta"
2021-09-15,"AY.122","Delta"
2021-09-22,"AY.5","Delta"
2021-09-21,"AY.4","Delta"
2021-09-21,"AY.4","Delta"
2021-09-21,"AY.4","Delta"
2021-09-21,"AY.4","Delta"
2021-09-20,"AY.4","Delta"
2021-09-21,"AY.4","Delta"
2021-09-21,"AY.4","Delta"
2021-09-21,"AY.4","Delta"
2021-09-21,"AY.4","Delta"
2021-09-21,"AY.4","Delta"
2021-09-21,"AY.126","Delta"
2021-09-21,"AY.126","Delta"
2021-09-21,"AY.4","Delta"
2021-09-22,"AY.4","Delta"
2021-09-21,"AY.98","Delta"
2021-09-21,"AY.4","Delta"
2021-09-22,"AY.4","Delta"
2021-09-22,"AY.90","Delta"
2021-09-22,"AY.46.6","Delta"
2021-09-22,"AY.5","Delta"
2021-09-22,"AY.5","Delta"
2021-09-22,"AY.5","Delta"
2021-09-22,"AY.4","Delta"
2021-09-22,"AY.4","Delta"
2021-09-21,"AY.4","Delta"
2021-09-21,"AY.46.5","Delta"
2021-09-21,"AY.4","Delta"
2021-09-21,"AY.43","Delta"
2021-09-21,"AY.4.2","Delta"
2021-09-21,"AY.4.2","Delta"
2021-09-21,"AY.4","Delta"
2021-09-20,"AY.4","Delta"
2021-09-21,"AY.4","Delta"
2021-09-22,"AY.4","Delta"
2021-09-21,"AY.36","Delta"
2021-09-21,"AY.4","Delta"
2021-09-22,"AY.4.2","Delta"
2021-09-21,"AY.4.2","Delta"
2021-09-21,"AY.36","Delta"
2021-09-22,"AY.4","Delta"
2021-09-22,"AY.4","Delta"
2021-09-22,"AY.4","Delta"
2021-09-21,"AY.4","Delta"
2021-09-21,"AY.4","Delta"
2021-09-20,"AY.4.2","Delta"
2021-09-21,"AY.4","Delta"
2021-09-21,"AY.4","Delta"
2021-09-21,"AY.4","Delta"
2021-09-22,"AY.4","Delta"
2021-09-22,"AY.5","Delta"
2021-09-22,"AY.4","Delta"
2021-09-22,"AY.4","Delta"
2021-09-21,"AY.4","Delta"
2021-09-22,"AY.4.1","Delta"
2021-09-23,"AY.4","Delta"
2021-09-23,"AY.4","Delta"
2021-09-21,"AY.4","Delta"
2021-09-21,"AY.4","Delta"
2021-09-22,"AY.4","Delta"
2021-09-23,"AY.4","Delta"
2021-09-21,"AY.4","Delta"
2021-09-23,"AY.4","Delta"
2021-09-22,"AY.4","Delta"
2021-09-22,"AY.6","Delta"
2021-09-21,"AY.4","Delta"
2021-09-22,"AY.4","Delta"
2021-09-22,"AY.4.2","Delta"
2021-09-21,"AY.6","Delta"
2021-09-22,"AY.4","Delta"
2021-09-21,"AY.4","Delta"
2021-09-22,"AY.4","Delta"
2021-09-21,"AY.4","Delta"
2021-09-20,"AY.4","Delta"
2021-09-19,"AY.4","Delta"
2021-09-23,"AY.98","Delta"
2021-09-19,"AY.4","Delta"
2021-09-20,"AY.4","Delta"
2021-09-23,"AY.4","Delta"
2021-09-21,"AY.4","Delta"
2021-09-22,"AY.4","Delta"
2021-09-21,"AY.4","Delta"
2021-09-20,"AY.4","Delta"
2021-09-21,"AY.4","Delta"
2021-09-18,"AY.6","Delta"
2021-09-20,"AY.4","Delta"
2021-09-22,"AY.4","Delta"
2021-09-21,"AY.4","Delta"
2021-09-22,"AY.111","Delta"
2021-09-22,"AY.34","Delta"
2021-09-23,"AY.4.1","Delta"
2021-09-21,"AY.5","Delta"
2021-09-16,"AY.4","Delta"
2021-09-18,"AY.4","Delta"
2021-09-20,"AY.4","Delta"
2021-09-20,"AY.4.2","Delta"
2021-09-21,"AY.4","Delta"
2021-09-21,"AY.4","Delta"
2021-09-19,"AY.4.2","Delta"
2021-09-19,"AY.4","Delta"
2021-09-20,"AY.4.2.1","Delta"
2021-09-20,"AY.90","Delta"
2021-09-21,"AY.4","Delta"
2021-09-21,"AY.122","Delta"
2021-09-20,"AY.5","Delta"
2021-09-21,"AY.120","Delta"
2021-09-21,"AY.4.2.1","Delta"
2021-09-23,"AY.4","Delta"
2021-09-23,"AY.4","Delta"
2021-09-21,"AY.4","Delta"
2021-09-20,"AY.4","Delta"
2021-09-21,"AY.4","Delta"
2021-09-20,"AY.4","Delta"
2021-09-21,"AY.4","Delta"
2021-09-21,"AY.4","Delta"
2021-09-22,"AY.6","Delta"
2021-09-21,"AY.4","Delta"
2021-09-22,"AY.4","Delta"
2021-09-21,"AY.4","Delta"
2021-09-22,"AY.9","Delta"
2021-09-21,"AY.4","Delta"
2021-09-21,"AY.4","Delta"
2021-09-22,"AY.4","Delta"
2021-09-21,"AY.4.2","Delta"
2021-09-21,"AY.4","Delta"
2021-09-22,"AY.5","Delta"
2021-09-21,"AY.4","Delta"
2021-09-22,"AY.4.2","Delta"
2021-09-22,"AY.4","Delta"
2021-09-22,"AY.9","Delta"
2021-09-20,"AY.4.2","Delta"
2021-09-21,"AY.4","Delta"
2021-09-20,"AY.4.2","Delta"
2021-09-21,"AY.4","Delta"
2021-09-21,"AY.4","Delta"
2021-09-22,"AY.6","Delta"
2021-09-22,"AY.4","Delta"
2021-09-22,"AY.4","Delta"
2021-09-22,"AY.4","Delta"
2021-09-21,"AY.4","Delta"
2021-09-20,"AY.4.2","Delta"
2021-09-20,"AY.4","Delta"
2021-09-20,"AY.4.2","Delta"
2021-09-20,"AY.4.2","Delta"
2021-09-20,"AY.4","Delta"
2021-09-22,"AY.5","Delta"
2021-09-23,"AY.4","Delta"
2021-09-20,"AY.4","Delta"
2021-09-22,"AY.4","Delta"
2021-09-21,"AY.4","Delta"
2021-09-18,"AY.4","Delta"
2021-09-20,"AY.4","Delta"
2021-09-21,"AY.4","Delta"
2021-09-17,"AY.4","Delta"
2021-09-19,"AY.4","Delta"
2021-09-20,"AY.4","Delta"
2021-09-21,"AY.4","Delta"
2021-09-21,"AY.4","Delta"
2021-09-23,"AY.4","Delta"
2021-09-22,"AY.4","Delta"
2021-09-22,"AY.4","Delta"
2021-09-17,"AY.4","Delta"
2021-09-22,"AY.4","Delta"
2021-09-20,"AY.4","Delta"
2021-09-16,"AY.4","Delta"
2021-09-16,"AY.4","Delta"
2021-09-19,"AY.6","Delta"
2021-09-15,"AY.120","Delta"
2021-09-16,"AY.4","Delta"
2021-09-16,"AY.4","Delta"
2021-09-19,"AY.6","Delta"
2021-09-20,"AY.46.5","Delta"
2021-09-20,"AY.4","Delta"
2021-09-22,"AY.4","Delta"
2021-09-20,"AY.4","Delta"
2021-09-20,"AY.4","Delta"
2021-09-15,"AY.4","Delta"
2021-09-20,"AY.120","Delta"
2021-09-21,"AY.4","Delta"
2021-09-20,"AY.4","Delta"
2021-09-19,"AY.4","Delta"
2021-09-19,"AY.4","Delta"
2021-09-17,"AY.4","Delta"
2021-09-20,"AY.4","Delta"
2021-09-16,"AY.4","Delta"
2021-09-16,"AY.4","Delta"
2021-09-16,"AY.4","Delta"
2021-09-21,"AY.120","Delta"
2021-09-16,"AY.4","Delta"
2021-09-19,"AY.4.2","Delta"
2021-09-17,"AY.4","Delta"
2021-09-16,"AY.4","Delta"
2021-09-20,"AY.4","Delta"
2021-09-18,"AY.4","Delta"
2021-09-15,"AY.4","Delta"
2021-09-19,"AY.4","Delta"
2021-09-19,"AY.4","Delta"
2021-09-16,"AY.4","Delta"
2021-09-15,"AY.4","Delta"
2021-09-18,"AY.4","Delta"
2021-09-20,"AY.120","Delta"
2021-09-16,"AY.4","Delta"
2021-09-20,"AY.4","Delta"
2021-09-20,"AY.4","Delta"
2021-09-15,"AY.6","Delta"
2021-09-19,"AY.4","Delta"
2021-09-16,"AY.4.2","Delta"
2021-09-17,"AY.4","Delta"
2021-09-17,"AY.4.13","Delta"
2021-09-20,"AY.4","Delta"
2021-09-16,"AY.9.2","Delta"
2021-09-17,"AY.6","Delta"
2021-09-18,"AY.4.2","Delta"
2021-09-17,"AY.4","Delta"
2021-09-17,"AY.5","Delta"
2021-09-16,"AY.4","Delta"
2021-09-18,"AY.4","Delta"
2021-09-18,"AY.4","Delta"
2021-09-18,"AY.46.5","Delta"
2021-09-18,"AY.4.2","Delta"
2021-09-17,"AY.4","Delta"
2021-09-18,"AY.46.5","Delta"
2021-09-19,"AY.4","Delta"
2021-09-18,"AY.4","Delta"
2021-09-15,"AY.4","Delta"
2021-09-16,"AY.4","Delta"
2021-09-18,"AY.4","Delta"
2021-09-19,"AY.4","Delta"
2021-09-19,"AY.4","Delta"
2021-09-18,"AY.6","Delta"
2021-09-19,"AY.4","Delta"
2021-09-19,"AY.4","Delta"
2021-09-16,"AY.43.6","Delta"
2021-09-19,"AY.4","Delta"
2021-09-19,"AY.4","Delta"
2021-09-18,"AY.4","Delta"
2021-09-17,"AY.4","Delta"
2021-09-19,"AY.4","Delta"
2021-09-19,"AY.6","Delta"
2021-09-18,"AY.4","Delta"
2021-09-18,"AY.120","Delta"
2021-09-18,"AY.4","Delta"
2021-09-19,"AY.4","Delta"
2021-09-19,"AY.6","Delta"
2021-09-19,"AY.4","Delta"
2021-09-18,"AY.4","Delta"
2021-09-15,"AY.4","Delta"
2021-09-16,"AY.4","Delta"
2021-09-17,"AY.4","Delta"
2021-09-20,"AY.4","Delta"
2021-09-19,"AY.4.8","Delta"
2021-09-15,"AY.4","Delta"
2021-09-19,"AY.4","Delta"
2021-09-19,"AY.4","Delta"
2021-09-16,"AY.4.2","Delta"
2021-09-17,"AY.4","Delta"
2021-09-18,"AY.43","Delta"
2021-09-15,"AY.4.2","Delta"
2021-09-19,"AY.4","Delta"
2021-09-16,"AY.4","Delta"
2021-09-19,"AY.120","Delta"
2021-09-16,"AY.9.2","Delta"
2021-09-17,"AY.4.2","Delta"
2021-09-15,"AY.37","Delta"
2021-09-16,"AY.4","Delta"
2021-09-18,"AY.43","Delta"
2021-09-19,"AY.4","Delta"
2021-09-19,"AY.4","Delta"
2021-09-18,"AY.4","Delta"
2021-09-18,"AY.43","Delta"
2021-09-19,"B.1.617.2","Delta"
2021-09-16,"AY.4","Delta"
2021-09-19,"AY.4","Delta"
2021-09-15,"B.1.617.2","Delta"
2021-09-20,"AY.4","Delta"
2021-09-20,"AY.4","Delta"
2021-09-21,"AY.4","Delta"
2021-09-16,"AY.4","Delta"
2021-09-22,"B.1.617.2","Delta"
2021-09-19,"AY.4.2","Delta"
2021-09-20,"AY.4","Delta"
2021-09-16,"AY.5","Delta"
2021-09-21,"AY.5","Delta"
2021-09-17,"AY.4","Delta"
2021-09-20,"AY.98","Delta"
2021-09-21,"AY.4","Delta"
2021-09-17,"AY.6","Delta"
2021-09-19,"AY.4","Delta"
2021-09-16,"AY.4","Delta"
2021-09-18,"AY.4","Delta"
2021-09-15,"AY.4.2","Delta"
2021-09-16,"AY.5","Delta"
2021-09-20,"AY.4","Delta"
2021-09-21,"AY.4","Delta"
2021-09-16,"AY.4.2","Delta"
2021-09-16,"AY.4","Delta"
2021-09-15,"AY.4","Delta"
2021-09-15,"AY.4","Delta"
2021-09-16,"B.1.617.2","Delta"
2021-09-24,"AY.4","Delta"
2021-09-25,"AY.4","Delta"
2021-09-22,"AY.111","Delta"
2021-09-23,"AY.4.2","Delta"
2021-09-23,"AY.4","Delta"
2021-09-22,"AY.4","Delta"
2021-09-25,"AY.4","Delta"
2021-09-25,"AY.4","Delta"
2021-09-22,"AY.4","Delta"
2021-09-25,"AY.6","Delta"
2021-09-22,"AY.4","Delta"
2021-09-22,"AY.5","Delta"
2021-09-25,"AY.6","Delta"
2021-09-22,"AY.4","Delta"
2021-09-24,"AY.4","Delta"
2021-09-22,"AY.9","Delta"
2021-09-23,"AY.4","Delta"
2021-09-22,"AY.4","Delta"
2021-09-24,"AY.4","Delta"
2021-09-23,"AY.46.5","Delta"
2021-09-23,"AY.4","Delta"
2021-09-23,"AY.4","Delta"
2021-09-23,"AY.6","Delta"
2021-09-24,"AY.4","Delta"
2021-09-24,"AY.4","Delta"
2021-09-22,"AY.4","Delta"
2021-09-24,"AY.4","Delta"
2021-09-24,"AY.4","Delta"
2021-09-23,"AY.4","Delta"
2021-09-22,"AY.4","Delta"
2021-09-23,"AY.4","Delta"
2021-09-24,"AY.4","Delta"
2021-09-23,"AY.4","Delta"
2021-09-24,"AY.4","Delta"
2021-09-24,"AY.4","Delta"
2021-09-22,"AY.25.1","Delta"
2021-09-22,"AY.4","Delta"
2021-09-23,"AY.4","Delta"
2021-09-21,"AY.4.2.2","Delta"
2021-09-22,"AY.46.5","Delta"
2021-09-24,"AY.4","Delta"
2021-09-23,"AY.4","Delta"
2021-09-25,"AY.4","Delta"
2021-09-25,"AY.4","Delta"
2021-09-25,"AY.4","Delta"
2021-09-24,"AY.4","Delta"
2021-09-25,"AY.4.2","Delta"
2021-09-23,"AY.4","Delta"
2021-09-25,"AY.4.2","Delta"
2021-09-24,"AY.4","Delta"
2021-09-23,"AY.4","Delta"
2021-09-24,"AY.4","Delta"
2021-09-24,"AY.4","Delta"
2021-09-23,"AY.4","Delta"
2021-09-24,"AY.4","Delta"
2021-09-24,"AY.4","Delta"
2021-09-23,"AY.4","Delta"
2021-09-23,"AY.4","Delta"
2021-09-23,"AY.4","Delta"
2021-09-23,"AY.4","Delta"
2021-09-23,"AY.4","Delta"
2021-09-23,"AY.4","Delta"
2021-09-25,"AY.98","Delta"
2021-09-23,"AY.4","Delta"
2021-09-25,"AY.4","Delta"
2021-09-23,"AY.25.1","Delta"
2021-09-25,"AY.4","Delta"
2021-09-23,"AY.4","Delta"
2021-09-23,"AY.4","Delta"
2021-09-23,"AY.4","Delta"
2021-09-23,"AY.4","Delta"
2021-09-24,"AY.5","Delta"
2021-09-24,"AY.4","Delta"
2021-09-22,"AY.4","Delta"
2021-09-23,"AY.4","Delta"
2021-09-22,"B.1.617.2","Delta"
2021-09-23,"AY.4.2","Delta"
2021-09-23,"AY.4","Delta"
2021-09-25,"AY.4","Delta"
2021-09-24,"AY.4","Delta"
2021-09-24,"AY.4","Delta"
2021-09-23,"AY.4","Delta"
2021-09-25,"AY.4","Delta"
2021-09-22,"AY.4","Delta"
2021-09-24,"AY.4","Delta"
2021-09-24,"AY.4","Delta"
2021-09-23,"AY.4","Delta"
2021-09-23,"AY.4","Delta"
2021-09-23,"AY.4","Delta"
2021-09-25,"AY.4","Delta"
2021-09-25,"AY.4","Delta"
2021-09-25,"AY.6","Delta"
2021-09-23,"AY.4","Delta"
2021-09-25,"AY.4","Delta"
2021-09-25,"AY.4","Delta"
2021-09-24,"AY.6","Delta"
2021-09-23,"AY.4","Delta"
2021-09-24,"AY.4","Delta"
2021-09-25,"AY.5","Delta"
2021-09-22,"AY.4.2","Delta"
2021-09-24,"AY.4","Delta"
2021-09-24,"AY.122","Delta"
2021-09-23,"AY.4","Delta"
2021-09-23,"AY.4","Delta"
2021-09-23,"AY.4","Delta"
2021-09-25,"AY.98","Delta"
2021-09-24,"AY.4","Delta"
2021-09-22,"AY.4","Delta"
2021-09-22,"AY.4","Delta"
2021-09-21,"AY.5","Delta"
2021-09-22,"AY.4","Delta"
2021-09-24,"AY.4","Delta"
2021-09-22,"AY.4","Delta"
2021-09-23,"AY.4","Delta"
2021-09-24,"AY.4.2.2","Delta"
2021-09-22,"AY.34","Delta"
2021-09-23,"AY.5","Delta"
2021-09-23,"AY.4","Delta"
2021-09-23,"AY.4.3","Delta"
2021-09-23,"AY.4","Delta"
2021-09-23,"AY.4","Delta"
2021-09-22,"AY.4","Delta"
2021-09-23,"AY.4","Delta"
2021-09-23,"AY.4.3","Delta"
2021-09-24,"AY.46.5","Delta"
2021-09-22,"B.1.617.2","Delta"
2021-09-22,"AY.4","Delta"
2021-09-22,"AY.4","Delta"
2021-09-24,"AY.4","Delta"
2021-09-22,"AY.4","Delta"
2021-09-22,"AY.4","Delta"
2021-09-23,"AY.4.2","Delta"
2021-09-23,"AY.4","Delta"
2021-09-22,"AY.4","Delta"
2021-09-24,"AY.4","Delta"
2021-09-22,"AY.4","Delta"
2021-09-24,"AY.4.2.2","Delta"
2021-09-23,"AY.4","Delta"
2021-09-22,"AY.4","Delta"
2021-09-24,"AY.4","Delta"
2021-09-22,"AY.4","Delta"
2021-09-24,"AY.4","Delta"
2021-09-24,"AY.4","Delta"
2021-09-23,"AY.4","Delta"
2021-09-22,"AY.4.2","Delta"
2021-09-24,"AY.4.2.2","Delta"
2021-09-22,"AY.4","Delta"
2021-09-24,"AY.4","Delta"
2021-09-22,"AY.4","Delta"
2021-09-22,"AY.4","Delta"
2021-09-23,"AY.5","Delta"
2021-09-22,"AY.4","Delta"
2021-09-21,"AY.4","Delta"
2021-09-19,"AY.120","Delta"
2021-09-20,"AY.4.2","Delta"
2021-09-20,"AY.4","Delta"
2021-09-21,"AY.4","Delta"
2021-09-24,"AY.4","Delta"
2021-09-24,"AY.6","Delta"
2021-09-22,"AY.4","Delta"
2021-09-23,"AY.4","Delta"
2021-09-20,"B.1.617.2","Delta"
2021-09-22,"AY.4","Delta"
2021-09-22,"AY.4.2","Delta"
2021-09-20,"AY.4","Delta"
2021-09-24,"AY.5","Delta"
2021-09-20,"AY.4","Delta"
2021-09-23,"AY.4","Delta"
2021-09-19,"AY.4","Delta"
2021-09-21,"AY.4","Delta"
2021-09-18,"AY.5","Delta"
2021-09-19,"AY.4","Delta"
2021-09-20,"AY.4","Delta"
2021-09-24,"AY.4","Delta"
2021-09-24,"AY.6","Delta"
2021-09-23,"AY.4","Delta"
2021-09-23,"AY.4.2","Delta"
2021-09-22,"AY.4","Delta"
2021-09-23,"AY.4","Delta"
2021-09-23,"AY.4","Delta"
2021-09-23,"AY.4","Delta"
2021-09-23,"AY.4","Delta"
2021-09-23,"AY.46.5","Delta"
2021-09-22,"AY.4","Delta"
2021-09-23,"AY.4","Delta"
2021-09-24,"AY.4","Delta"
2021-09-22,"AY.4","Delta"
2021-09-22,"AY.4","Delta"
2021-09-24,"AY.4","Delta"
2021-09-23,"AY.4.2.2","Delta"
2021-09-24,"AY.4","Delta"
2021-09-23,"AY.4","Delta"
2021-09-24,"AY.4","Delta"
2021-09-24,"AY.4","Delta"
2021-09-24,"AY.4","Delta"
2021-09-23,"AY.46.5","Delta"
2021-09-20,"AY.4","Delta"
2021-09-19,"AY.46.5","Delta"
2021-09-20,"AY.4","Delta"
2021-09-19,"AY.4","Delta"
2021-09-19,"AY.4","Delta"
2021-09-19,"AY.4","Delta"
2021-09-19,"AY.4","Delta"
2021-09-20,"AY.4","Delta"
2021-09-19,"AY.4","Delta"
2021-09-20,"AY.4","Delta"
2021-09-19,"AY.9","Delta"
2021-09-20,"AY.4","Delta"
2021-09-19,"AY.4","Delta"
2021-09-19,"AY.4","Delta"
2021-09-19,"AY.4","Delta"
2021-09-19,"AY.4","Delta"
2021-09-21,"AY.90","Delta"
2021-09-19,"AY.4","Delta"
2021-09-20,"AY.4","Delta"
2021-09-19,"AY.80","Delta"
2021-09-19,"AY.4","Delta"
2021-09-20,"AY.4","Delta"
2021-09-21,"AY.4.2.2","Delta"
2021-09-20,"AY.4","Delta"
2021-09-20,"AY.4.11","Delta"
2021-09-19,"AY.4","Delta"
2021-09-21,"AY.120","Delta"
2021-09-20,"AY.43","Delta"
2021-09-19,"AY.98","Delta"
2021-09-19,"AY.4","Delta"
2021-09-20,"AY.4","Delta"
2021-09-20,"AY.4","Delta"
2021-09-14,"AY.4","Delta"
2021-09-20,"AY.4","Delta"
2021-09-19,"AY.4","Delta"
2021-09-20,"AY.4","Delta"
2021-09-25,"AY.4","Delta"
2021-09-24,"AY.4","Delta"
2021-09-24,"AY.4","Delta"
2021-09-24,"AY.4","Delta"
2021-09-25,"AY.4","Delta"
2021-09-25,"AY.4","Delta"
2021-09-25,"AY.4","Delta"
2021-09-25,"AY.4","Delta"
2021-09-24,"AY.4","Delta"
2021-09-25,"AY.4","Delta"
2021-09-24,"AY.4","Delta"
2021-09-25,"AY.4","Delta"
2021-09-24,"AY.4","Delta"
2021-09-25,"AY.4","Delta"
2021-09-24,"AY.4","Delta"
2021-09-24,"AY.4","Delta"
2021-09-25,"B.1.617.2","Delta"
2021-09-25,"AY.4","Delta"
2021-09-25,"AY.98","Delta"
2021-09-25,"AY.4.2.1","Delta"
2021-09-24,"AY.4","Delta"
2021-09-24,"AY.4","Delta"
2021-09-25,"AY.43","Delta"
2021-09-25,"AY.4","Delta"
2021-09-19,"AY.4","Delta"
2021-09-19,"AY.4","Delta"
2021-09-19,"AY.5","Delta"
2021-09-19,"AY.4","Delta"
2021-09-19,"AY.4","Delta"
2021-09-20,"AY.4","Delta"
2021-09-20,"AY.4","Delta"
2021-09-20,"AY.120","Delta"
2021-09-20,"AY.4","Delta"
2021-09-19,"AY.4","Delta"
2021-09-20,"AY.4","Delta"
2021-09-20,"AY.7","Delta"
2021-09-20,"AY.4","Delta"
2021-09-19,"AY.4","Delta"
2021-09-19,"AY.4.8","Delta"
2021-09-21,"AY.4","Delta"
2021-09-21,"AY.120","Delta"
2021-09-20,"AY.4","Delta"
2021-09-20,"AY.4","Delta"
2021-09-21,"AY.4","Delta"
2021-09-20,"AY.46.5","Delta"
2021-09-19,"AY.4","Delta"
2021-09-20,"AY.4","Delta"
2021-09-24,"AY.5.4","Delta"
2021-09-24,"AY.4","Delta"
2021-09-23,"AY.4","Delta"
2021-09-23,"AY.4","Delta"
2021-09-23,"AY.4","Delta"
2021-09-22,"AY.26","Delta"
2021-09-23,"AY.4","Delta"
2021-09-21,"AY.4","Delta"
2021-09-23,"AY.4","Delta"
2021-09-23,"AY.4","Delta"
2021-09-23,"AY.4","Delta"
2021-09-23,"AY.4","Delta"
2021-09-23,"AY.5","Delta"
2021-09-23,"AY.43","Delta"
2021-09-23,"AY.120","Delta"
2021-09-23,"AY.4","Delta"
2021-09-24,"AY.4","Delta"
2021-09-20,"AY.98","Delta"
2021-09-24,"AY.4","Delta"
2021-09-23,"AY.4","Delta"
2021-09-24,"AY.4","Delta"
2021-09-23,"AY.4","Delta"
2021-09-24,"AY.120","Delta"
2021-08-14,"AY.4","Delta"
2021-08-14,"AY.4","Delta"
2021-08-13,"AY.4","Delta"
2021-08-18,"AY.120","Delta"
2021-08-18,"AY.4","Delta"
2021-08-16,"AY.4","Delta"
2021-08-16,"AY.4","Delta"
2021-08-17,"AY.90","Delta"
2021-08-15,"AY.4","Delta"
2021-08-16,"AY.4","Delta"
2021-08-16,"AY.4","Delta"
2021-08-17,"AY.4","Delta"
2021-08-23,"AY.4","Delta"
2021-08-23,"B.1.617.2","Delta"
2021-08-21,"AY.6","Delta"
2021-08-22,"AY.4","Delta"
2021-08-23,"AY.4","Delta"
2021-08-22,"AY.4","Delta"
2021-08-23,"AY.4","Delta"
2021-08-26,"AY.4","Delta"
2021-08-25,"AY.4","Delta"
2021-08-24,"AY.4","Delta"
2021-08-27,"AY.9","Delta"
2021-08-26,"AY.4","Delta"
2021-08-21,"AY.4","Delta"
2021-08-27,"AY.4","Delta"
2021-08-28,"AY.5","Delta"
2021-08-27,"AY.4","Delta"
2021-08-28,"AY.4","Delta"
2021-08-25,"AY.4","Delta"
2021-08-27,"AY.4","Delta"
2021-08-27,"AY.7","Delta"
2021-08-26,"AY.98","Delta"
2021-08-26,"AY.98","Delta"
2021-08-24,"AY.5","Delta"
2021-08-28,"AY.4.2","Delta"
2021-08-27,"AY.4","Delta"
2021-08-24,"AY.4","Delta"
